,onset,trial_type,duration
1,0.8271622556430236,cue_cti_stim_double_cue_400,1.5
4,3.872207370093834,cue_cti_stim_valid_cue_400,1.5
7,6.4396596742221135,cue_cti_stim_no_cue_400,1.5
10,9.12433366085241,cue_cti_stim_valid_cue_400,1.5
13,12.592958817070416,cue_cti_stim_no_cue_400,1.5
16,15.755953793629928,cue_cti_stim_double_cue_400,1.5
19,18.391110169427613,cue_cti_stim_valid_cue_400,1.5
22,20.9117541046366,cue_cti_stim_double_cue_400,1.5
25,24.1344044531509,cue_cti_stim_no_cue_400,1.5
28,26.836390058480987,cue_cti_stim_double_cue_400,1.5
31,29.72319710343804,cue_cti_stim_valid_cue_400,1.5
34,32.570312715910504,cue_cti_stim_valid_cue_400,1.5
37,35.25781164383882,cue_cti_stim_valid_cue_400,1.5
40,38.18612150789046,cue_cti_stim_valid_cue_400,1.5
43,40.86120138737586,cue_cti_stim_no_cue_400,1.5
46,43.495620444467576,cue_cti_stim_double_cue_400,1.5
49,46.89695383943603,cue_cti_stim_invalid_cue_400,1.5
52,50.45002080342919,cue_cti_stim_double_cue_400,1.5
55,54.04151290760098,cue_cti_stim_no_cue_400,1.5
58,56.59759157377208,cue_cti_stim_double_cue_400,1.5
61,59.25685431628725,cue_cti_stim_valid_cue_400,1.5
64,61.978486681857795,cue_cti_stim_double_cue_400,1.5
67,64.53504286661776,cue_cti_stim_invalid_cue_400,1.5
70,68.05521394753477,cue_cti_stim_no_cue_400,1.5
73,70.63292127283616,cue_cti_stim_valid_cue_400,1.5
76,73.53757274595063,cue_cti_stim_double_cue_400,1.5
79,76.09046194272479,cue_cti_stim_double_cue_400,1.5
82,80.79179748166409,cue_cti_stim_invalid_cue_400,1.5
85,83.79914077679821,cue_cti_stim_no_cue_400,1.5
88,86.43390287621236,cue_cti_stim_valid_cue_400,1.5
91,88.93448596161329,cue_cti_stim_valid_cue_400,1.5
94,92.47573848159315,cue_cti_stim_valid_cue_400,1.5
97,95.15182485068942,cue_cti_stim_valid_cue_400,1.5
100,97.73610412622682,cue_cti_stim_no_cue_400,1.5
103,102.13976546285771,cue_cti_stim_double_cue_400,1.5
106,104.98756316598327,cue_cti_stim_valid_cue_400,1.5
109,108.95101091596354,cue_cti_stim_no_cue_400,1.5
112,111.63582361944358,cue_cti_stim_double_cue_400,1.5
115,114.49634157386971,cue_cti_stim_no_cue_400,1.5
118,117.11243979856754,cue_cti_stim_invalid_cue_400,1.5
121,121.22646545803815,cue_cti_stim_double_cue_400,1.5
124,123.99032940388996,cue_cti_stim_no_cue_400,1.5
127,126.61190124699367,cue_cti_stim_no_cue_400,1.5
130,129.49852663333132,cue_cti_stim_no_cue_400,1.5
133,133.15841371422837,cue_cti_stim_double_cue_400,1.5
136,136.01217902555106,cue_cti_stim_no_cue_400,1.5
139,139.48723735875015,cue_cti_stim_double_cue_400,1.5
142,142.44870590773735,cue_cti_stim_no_cue_400,1.5
145,145.6590223869515,cue_cti_stim_valid_cue_400,1.5
148,149.361406158819,cue_cti_stim_double_cue_400,1.5
151,152.3738088173515,cue_cti_stim_no_cue_400,1.5
154,155.84100525633127,cue_cti_stim_double_cue_400,1.5
157,158.45531197895144,cue_cti_stim_valid_cue_400,1.5
160,161.06000929055605,cue_cti_stim_no_cue_400,1.5
163,163.60908185348976,cue_cti_stim_valid_cue_400,1.5
166,166.38649566101327,cue_cti_stim_double_cue_400,1.5
169,170.65596576862723,cue_cti_stim_double_cue_400,1.5
172,174.69260757868355,cue_cti_stim_double_cue_400,1.5
175,177.4350831532659,cue_cti_stim_no_cue_400,1.5
178,179.98339103390066,cue_cti_stim_valid_cue_400,1.5
181,182.91990656035418,cue_cti_stim_double_cue_400,1.5
184,185.97499034853954,cue_cti_stim_double_cue_400,1.5
187,188.9500917494214,cue_cti_stim_no_cue_400,1.5
190,192.1150873830621,cue_cti_stim_no_cue_400,1.5
193,194.9277660344964,cue_cti_stim_no_cue_400,1.5
196,198.46680521547077,cue_cti_stim_double_cue_400,1.5
199,201.88145750674244,cue_cti_stim_invalid_cue_400,1.5
202,204.71190698994334,cue_cti_stim_no_cue_400,1.5
205,207.2950500378092,cue_cti_stim_double_cue_400,1.5
208,210.59301538993137,cue_cti_stim_no_cue_400,1.5
211,213.9897731924321,cue_cti_stim_no_cue_400,1.5
214,216.59036555350033,cue_cti_stim_invalid_cue_400,1.5
217,224.59036555350033,break_message,4.0
220,235.78673399600825,cue_cti_stim_valid_cue_400,1.5
223,238.4796128334418,cue_cti_stim_double_cue_400,1.5
226,241.26751813233696,cue_cti_stim_double_cue_400,1.5
229,244.06242828726613,cue_cti_stim_no_cue_400,1.5
232,246.82854240114136,cue_cti_stim_double_cue_400,1.5
235,249.7666399851936,cue_cti_stim_double_cue_400,1.5
