,onset,trial_type,duration
4,4.010217692289553,feat_high,1.5
7,7.002797457357517,feat_low,1.5
10,9.814385052798599,con_high,1.5
13,12.393959942810106,feat_high,1.5
16,15.900155084153925,con_high,1.5
19,18.58660167294702,feat_high,1.5
22,21.674505449590487,con_low,1.5
25,24.281743080032356,con_low,1.5
28,26.808443455008298,con_high,1.5
31,29.480677901018893,con_high,1.5
34,32.5145127255472,feat_low,1.5
37,35.12818155273132,con_high,1.5
40,37.84468817163715,con_low,1.5
43,41.17630217929086,con_low,1.5
46,43.74132216796095,con_high,1.5
49,46.851966571177435,feat_high,1.5
52,49.55107184401109,feat_high,1.5
55,52.951217804864356,feat_high,1.5
58,55.56781425045848,feat_low,1.5
61,58.396637112933554,con_low,1.5
64,60.95204316099917,feat_high,1.5
67,63.78580482324556,feat_low,1.5
70,67.18041006781152,feat_low,1.5
73,70.23261589910749,feat_high,1.5
76,72.99527934724783,con_high,1.5
79,75.574648971838,feat_high,1.5
82,78.40725471810781,con_low,1.5
85,81.47726592469397,con_low,1.5
88,84.23497104975064,con_low,1.5
91,86.82532183096458,con_high,1.5
94,90.10132479602566,con_low,1.5
97,93.04399841519734,con_high,1.5
100,96.25662755322976,con_low,1.5
103,99.11949452238889,feat_low,1.5
106,101.64206370868513,con_low,1.5
109,104.78730643767634,feat_high,1.5
112,109.27008028135967,feat_high,1.5
115,112.78588667724294,con_high,1.5
118,115.37644137604127,feat_low,1.5
121,117.89296286885609,feat_low,1.5
124,120.5066973573415,con_high,1.5
127,123.77385340435235,feat_low,1.5
130,126.49189306702556,feat_low,1.5
133,129.8786264043413,feat_low,1.5
136,132.81758418664103,con_low,1.5
139,135.32560476161711,feat_low,1.5
142,138.00946753768423,feat_low,1.5
145,140.6175495097908,con_low,1.5
148,143.92641630170564,con_high,1.5
151,146.51827186159545,con_high,1.5
154,149.73828378755343,con_high,1.5
157,152.47100854901564,con_high,1.5
160,155.78171073055995,feat_high,1.5
163,159.74460279819368,con_high,1.5
166,162.5937441558255,feat_high,1.5
169,166.25761620454847,feat_high,1.5
172,169.8634523922681,con_low,1.5
175,172.40094466115065,feat_low,1.5
178,175.37677222090832,con_low,1.5
181,178.49326717951615,feat_high,1.5
184,182.13267774179027,con_low,1.5
187,184.8812275424132,feat_high,1.5
190,187.51163027512476,feat_low,1.5
193,195.51163027512476,break_message,4.0
199,208.93610837473636,feat_low,1.5
202,211.67795468630163,feat_low,1.5
205,214.1993293994423,con_low,1.5
208,216.71967156030655,con_low,1.5
211,219.72714438907872,feat_high,1.5
214,223.49850844732677,feat_high,1.5
217,226.23904612254896,con_high,1.5
220,228.8249706040566,feat_low,1.5
223,231.40225644147182,con_high,1.5
226,234.12230410700954,con_low,1.5
229,236.6493183987794,feat_low,1.5
232,240.203094858204,feat_high,1.5
235,242.70337356583903,feat_low,1.5
238,245.4703963634173,feat_high,1.5
241,248.17205874421307,con_low,1.5
244,251.17116081908355,con_high,1.5
247,254.14219470112351,feat_high,1.5
250,258.4718338366852,feat_high,1.5
253,261.27481797426327,con_low,1.5
256,264.57949271692326,con_low,1.5
259,267.11988785788276,feat_high,1.5
262,270.8357040850986,feat_high,1.5
265,273.4169636170323,feat_high,1.5
268,276.16334591578703,con_low,1.5
271,279.1786314296797,feat_high,1.5
274,282.41512929442007,feat_low,1.5
277,285.218058521645,feat_high,1.5
280,288.06880008293194,feat_low,1.5
283,291.373924771071,con_high,1.5
286,294.07643994968754,feat_high,1.5
289,296.68142013410386,feat_low,1.5
292,300.9880323690226,feat_low,1.5
295,303.6605859490351,feat_low,1.5
298,307.2246576143388,con_high,1.5
301,310.7460470547472,con_high,1.5
304,313.323870939145,con_high,1.5
307,316.3335279044847,con_high,1.5
310,319.12127522292025,con_low,1.5
313,321.89664085881657,con_low,1.5
316,324.62215559319804,feat_low,1.5
319,327.6221555652483,feat_high,1.5
322,330.56991610431714,feat_low,1.5
325,333.23080495275656,feat_low,1.5
328,335.85830368457084,feat_high,1.5
331,338.5020880100198,con_low,1.5
334,342.14225701432235,con_high,1.5
337,344.7494094136593,feat_high,1.5
340,347.9595576664178,con_high,1.5
343,351.91087109402247,con_high,1.5
346,354.5559920564495,feat_low,1.5
349,357.7495390411141,con_low,1.5
352,360.63164151737584,con_high,1.5
355,363.765675324028,con_low,1.5
358,366.42748806980455,con_high,1.5
361,369.5639445959549,con_low,1.5
364,372.1294678493813,feat_low,1.5
367,374.69391622855454,feat_high,1.5
370,377.2404903472425,con_low,1.5
373,379.8110302315251,con_high,1.5
376,382.7951545897596,con_low,1.5
379,385.5597454912162,feat_low,1.5
382,388.11215036179976,con_high,1.5
385,390.74332823662024,con_low,1.5
388,398.74332823662024,break_message,4.0
394,413.265631965424,feat_high,1.5
397,415.87163316531024,con_high,1.5
400,419.2422686882836,feat_low,1.5
403,422.087260812023,feat_high,1.5
406,424.9074237420041,feat_low,1.5
409,427.9356757846193,con_low,1.5
412,430.626548911484,feat_high,1.5
415,433.4381183271357,con_low,1.5
418,436.1013173066738,con_low,1.5
421,438.6306188996363,con_low,1.5
424,441.7540767351154,feat_high,1.5
427,444.82449200622256,con_high,1.5
430,447.65356914871535,con_high,1.5
433,450.24706229976573,con_high,1.5
436,453.69505455868216,feat_low,1.5
439,456.54595887400245,feat_high,1.5
442,459.14318120579367,con_low,1.5
445,461.9599846594677,feat_low,1.5
448,464.46312316549927,feat_high,1.5
451,467.3458646297544,con_high,1.5
454,470.37879500782293,feat_low,1.5
457,474.45144268766813,con_low,1.5
460,477.037498514662,con_high,1.5
463,479.81749420265754,feat_low,1.5
466,482.9327184381784,con_high,1.5
469,485.5983372016971,feat_high,1.5
472,488.16709667128714,feat_low,1.5
475,491.21443018796947,feat_high,1.5
478,494.7585363838147,feat_high,1.5
481,498.5590389739318,feat_low,1.5
484,501.6936388129294,con_low,1.5
487,504.2008309631683,feat_high,1.5
490,507.14700803049493,con_high,1.5
493,509.7284685461243,con_low,1.5
496,513.62215176921,con_low,1.5
499,516.8996147808036,feat_low,1.5
502,519.4221837511402,con_high,1.5
505,522.4341845266366,feat_low,1.5
508,525.8504205893535,feat_high,1.5
511,528.7356746739899,feat_high,1.5
514,531.3754307363122,con_high,1.5
517,534.7364905061413,feat_low,1.5
520,537.2668680201518,feat_high,1.5
523,539.7680625576689,con_high,1.5
526,542.3045238418956,con_low,1.5
529,545.6630698626176,con_low,1.5
532,550.9367115577377,feat_high,1.5
535,553.8626702808325,feat_low,1.5
538,557.8861343565975,feat_low,1.5
541,560.5161301323374,con_low,1.5
544,563.0763567201011,con_low,1.5
547,565.8126972130124,con_low,1.5
550,568.6859828684084,con_high,1.5
553,571.4051919346143,con_high,1.5
556,574.3218351904362,feat_low,1.5
559,577.196806520695,con_high,1.5
562,579.7937642824146,feat_low,1.5
565,583.8181460891358,con_low,1.5
568,586.4905473214991,feat_high,1.5
571,589.5764532818152,feat_low,1.5
574,592.7946001952104,con_low,1.5
577,595.4872972129257,con_high,1.5
580,598.4418717532648,feat_high,1.5
583,606.4418717532648,break_message,4.0
