,onset,trial_type,duration
1,0.6458085404996632,congruent,1.0
4,2.845272421849061,incongruent,1.0
7,4.929149391597639,congruent,1.0
10,7.0664985480226585,congruent,1.0
13,9.234782609502654,congruent,1.0
16,11.246458640299482,incongruent,1.0
19,13.361378208745869,incongruent,1.0
22,15.429622363126052,incongruent,1.0
25,17.60264544180935,incongruent,1.0
28,19.76812991959555,congruent,1.0
31,21.797713178698952,incongruent,1.0
34,23.876297593358284,congruent,1.0
37,26.49549381773049,congruent,1.0
40,29.491377709808987,incongruent,1.0
43,31.541351586001092,incongruent,1.0
46,33.93400462149519,incongruent,1.0
49,36.864237117723874,incongruent,1.0
52,39.013235998197395,incongruent,1.0
55,41.21773983275641,congruent,1.0
58,43.34786107024122,congruent,1.0
61,45.42310977360739,congruent,1.0
64,47.73248766008256,congruent,1.0
67,49.96043605790685,incongruent,1.0
70,52.288525897236624,incongruent,1.0
73,54.51673430966987,congruent,1.0
76,56.55707431013487,congruent,1.0
79,58.91874490412792,congruent,1.0
82,62.85551572419687,congruent,1.0
85,65.20879847094675,congruent,1.0
88,68.4778955317352,incongruent,1.0
91,70.65622215274638,incongruent,1.0
94,72.90321953498022,congruent,1.0
97,75.53560259547656,incongruent,1.0
100,77.69376528039106,congruent,1.0
103,80.72631186030574,incongruent,1.0
106,84.01122814665482,incongruent,1.0
109,86.07674870623265,incongruent,1.0
112,88.08605530372972,congruent,1.0
115,90.29609720982666,congruent,1.0
118,92.43166165917185,incongruent,1.0
121,99.93166165917185,break_message,4.0
124,110.44661090873329,incongruent,1.0
127,112.62689410275931,incongruent,1.0
130,114.8692811435412,incongruent,1.0
133,117.44996814710233,congruent,1.0
136,120.81669308059472,incongruent,1.0
139,123.05054831984,congruent,1.0
142,125.0521387148812,congruent,1.0
145,127.1920932385663,incongruent,1.0
148,129.20484385540908,incongruent,1.0
151,131.22824957392646,congruent,1.0
154,133.68034773774255,congruent,1.0
157,135.69165054950008,incongruent,1.0
160,137.74457237758367,congruent,1.0
163,140.57238258732548,congruent,1.0
166,142.62129565630786,incongruent,1.0
169,145.66641941035883,congruent,1.0
172,148.16181643306956,congruent,1.0
175,151.00525536347988,congruent,1.0
178,153.93992573160506,congruent,1.0
181,156.91169132867861,congruent,1.0
184,159.36987281914315,congruent,1.0
187,161.44814439392488,congruent,1.0
190,165.16732250219556,incongruent,1.0
193,167.24718607542718,congruent,1.0
196,169.36481533885635,incongruent,1.0
199,171.50262766084242,incongruent,1.0
202,174.01521304990405,incongruent,1.0
205,176.27739831387024,congruent,1.0
208,179.5121492412941,congruent,1.0
211,181.58576108149362,incongruent,1.0
214,183.8170084770746,incongruent,1.0
217,185.93095282666388,incongruent,1.0
220,188.12520873495248,incongruent,1.0
223,190.34786236546717,incongruent,1.0
226,192.81477134141124,incongruent,1.0
229,196.0445508312066,congruent,1.0
232,198.90390933403998,congruent,1.0
235,201.1081469557097,incongruent,1.0
238,203.30109619639887,congruent,1.0
241,205.36383111509588,incongruent,1.0
244,212.86383111509588,break_message,4.0
247,223.43725450026693,incongruent,1.0
250,226.88776609563647,congruent,1.0
253,228.9194518798347,congruent,1.0
256,231.6171270785747,congruent,1.0
259,234.0497335087242,congruent,1.0
262,236.1692821217844,incongruent,1.0
265,238.61433954067738,incongruent,1.0
268,240.81868962169014,incongruent,1.0
271,243.40201419813394,congruent,1.0
274,245.85122298987343,incongruent,1.0
277,248.7904855927883,congruent,1.0
280,251.62528100744262,congruent,1.0
283,254.07934400982003,congruent,1.0
286,257.59140949580313,congruent,1.0
289,260.1335987815896,incongruent,1.0
292,262.6852546971495,incongruent,1.0
295,265.10738716939863,incongruent,1.0
298,267.44522299878696,incongruent,1.0
301,270.27868453304313,congruent,1.0
304,272.42604499190855,incongruent,1.0
307,275.73495160846267,congruent,1.0
310,278.09044871789865,incongruent,1.0
313,280.41627823085616,congruent,1.0
316,285.5053646698109,incongruent,1.0
319,287.81080263407875,incongruent,1.0
322,290.7472842651047,congruent,1.0
325,294.24292832702736,incongruent,1.0
328,296.6860188173751,congruent,1.0
331,299.1197227049922,incongruent,1.0
334,302.6810661440601,incongruent,1.0
337,305.0007325665489,congruent,1.0
340,307.33728204090636,incongruent,1.0
343,309.59126210643086,congruent,1.0
346,311.8181444267579,incongruent,1.0
349,315.4059511793052,congruent,1.0
352,317.5359126121104,congruent,1.0
355,319.6086974334627,incongruent,1.0
358,321.6366010523281,congruent,1.0
361,323.9191958749944,incongruent,1.0
364,326.0334087990029,congruent,1.0
367,333.5334087990029,break_message,4.0
